"Word";"Phonetics";"DateEntryWord";"Definition";"RandomNumber";"CounterWords";"CumulWord";"Transl_F";"TypeOfWord";"Sentence";"DateSource";"TitleOfArticle";"Content";"Source"
"to accustomed to";" ";25.4.1996 00:00:00;"have learned to expect or accept; (be) used to (qv)";700;0;1;" ";"adjectif";"He�d become accustomed to having his meals brought to him.";;;;"Jokes"
"to abound in";" ";18.4.1996 00:00:00;"be full of";0;0;0;" ";"adjectif";"This language abounds in difficulties for the foreign learner.";;;;"Jokes"
"to allow of";" ";7.5.1996 00:00:00;"permit, leave room for
usu neg";0;0;0;" ";"adjectif";"Mr Pearson�s income allows of no extravagance in his way of living.";;;;"Jokes"
"to allot (to)";" ";7.5.1996 00:00:00;"decide who shall receive sth; make available (for)";700;0;0;" ";"adjectif";"How much time has been allotted to this work?";;;;"Jokes"
"to align (oneself) with";" ";6.5.1996 00:00:00;"adopt a common position with, come or bring into agreement";700;0;0;" ";"adjectif";"This small country is now aligned with a major power.";;;;"Jokes"
"to alienate from";" ";6.5.1996 00:00:00;"cause to be estranged from";700;0;0;" ";"adjectif";"The MP�s views on Britain�s joining the European Economic Community alienated him still further from some of his colleagues.";;;;"Jokes"
"to aim at (2)";" ";3.5.1996 00:00:00;"have as one�s objective, whether stated or not";0;0;12;" ";"adjectif";"I don�t understand that girl�s behaviour. What�s she aiming at?";;;;"Jokes"
"to aim at (1)";;3.5.1996 00:00:00;" try to hit, have as one�s target";0;0;0;;"adjectif";"I don�t know at which union the Minister�s remarks were aimed, but he ought not to say such things.";;;;"Jokes"
"to agree with";" ";3.5.1996 00:00:00;"suit sb�s digestion, health, temperament or character
us neg or interr.";0;0;0;" ";"adjectif";"That hot, damp climate didn�t agree with him - he always felt tired or unwell.";;;;"Jokes"
"to apologize (to) (for)";" ";9.5.1996 00:00:00;"express regret (to sb) (for sth)";0;0;0;" ";"adjectif";"He�s not used to being apologized to";;;;"Jokes"
"to lock away/up (in)";"d";5.4.1996 00:00:00;" ";700;0;0;"vt sep object, jewels mettre sous clef
criminal mettre sous les verrous
mental patient etc enfermer";"adjectif";"Take good care to lock away your jewellery before going away on holiday.";;;;"Jokes"
"to stoke up (with)";"d";20.1.1996 00:00:00;" ";29;0;0;"vi (furnace) alimenter la chaudi�re; (open fire) entretenir le feu
(*fig.: eat) se garnir la panse";"adjectif";" [A1] She was stoking up as though this meal was going to be her last.";;;;"Jokes"
"to linger on";"d";12.5.1996 00:00:00;" ";0;0;0;;"adjectif";"Today these practices are no more, but their memory lingers on.";4.5.1996 00:00:00;;"Britain is showing signs of overcoming its time-honoured inability to turn new technology into commercial success";"The Economist"
"to grapple with";"d";6.3.1994 00:00:00;" ";161;0;0;"person lutter avec; problem, task,book se colleter avec, se d�battre avec";"adjectif";"The police warned the public that it would be dangerous to grappple with the wanted man, as he was armed and dangerous.";19.3.1990 00:00:00;;;"Time"
"to pour forth/out";"d";5.4.1996 00:00:00;" ";29;0;0;"vi. [water] sortir � flots
[people, cars,animals] sortir en masse";"adjectif";"The loud-speakers in the square poured forth a continuous programme of martial music.";;;;"Jokes"
"to shell out";"d";13.5.1996 00:00:00;" ";0;0;0;;"adjectif";"I know that when the collection box comes round I shall be expected to shell out the most.";;;;"Jokes"
"to shut up";"d";9.3.1996 00:00:00;" ";502;0;1;"vt. factory, business, theatre, fermer
(*:silence) faire taire, clouer le bec �*";"adjectif";"""For heaven�s sake, shut him up: he�s said quite enough already.""";;;;"Jokes"
"to pour forth/out";"d";5.4.1996 00:00:00;" ";29;0;0;"vi. [water] sortir � flots
[people, cars,animals] sortir en masse";"adjectif";"We let the wretched man pour out his tale of woe.";;;;"Jokes"
"to come over (2)";"d";6.3.1992 00:00:00;" ";652;0;1;"Il est venu passer quelques mois en Angleterre";"adjectif";"My ancestors came over with the Normans.";;;;"Jokes"
"to ebb away";"d";11.5.1996 00:00:00;" ";0;0;0;;"adjectif";"The old sense of being subservient to those mysterious Powers which had to be appeased and humoured was gone. Perhaps it had ebbed away during those lonely nights in bed....";;;;"Jokes"
"to abound in";" ";18.4.1996 00:00:00;"be full of";0;0;0;" ";"adjectif";"Modern industry abounds in opportunities for young men with imagination.";;;;"Jokes"
"to back down";"d";27.3.1996 00:00:00;"retract, withdraw (charges, claims, accusations etc)";0;0;0;"vi. (lit) descendre � reculons
(fig.) se d�rober, se d�gonfler";"adjectif";"After being confronted with our evidence, the other side had to back down.";;;;"Jokes"
"to apologize (to) (for)";" ";9.5.1996 00:00:00;"express regret (to sb) (for sth)";0;0;0;" ";"adjectif";"She apologized profusely for treading on my toe.";;;;"Jokes"
"to shoot up";"d";27.3.1996 00:00:00;" ";27;0;0;"(grow quickly) [tree,plant] pousser vite
[child] pousser comme un champignon.";"adjectif";"My pulse rate would suddenly shoot up alarmingly.";;;;"Jokes"
"to ease off";"d";27.3.1996 00:00:00;" ";0;0;0;"vi. (slow down) ralentir; (work less hard) se rel�cher
[pressure] diminuer; [work, business] devenir plus calme.";"adjectif";"He looked casually to left and right and, when the flow of traffic had eased off, crossed the road.";23.3.1996 00:00:00;;;"Time"
"to crop up";"d";8.4.1996 00:00:00;" ";0;0;0;"vi. [questions, problems] surgir, survenir, se pr�senter";"adjectif";"Things were always cropping up which forced Ned to demonstrate who was the boss.";;;;"Jokes"
"to ease off";"d";27.3.1996 00:00:00;" ";0;0;0;"vi. (slow down) ralentir; (work less hard) se rel�cher
[pressure] diminuer; [work, business] devenir plus calme.";"adjectif";"The tension between the two countries has eased off.";23.3.1996 00:00:00;;;"Time"
"to come in (1)";"3";6.3.1992 00:00:00;" ";48;0;0;"Les  socialistes sont arriv�s au pouvoir aux derni�res �lections";"adjectif";"When the present government came in the country was in a difficult financial situation.";;;;"Jokes"
"to come in (2)";"d";6.3.1992 00:00:00;" ";663;0;1;"Quand est-ce que j�entre en jeu, moi ?";"adjectif";"""Yes, I understand the scheme perfectly; but I don�t see where I come in"" OD";;;;"Jokes"
"to bubble up";"d";22.4.1994 00:00:00;" ";0;0;0;"vi. [liquid] monter en bouillonant
[excitement etc.] monter";"adjectif";"The warm gases bubbled up through the water.";;"A Kaleidoscope of Chaos";;"Time"
"to ease off";"d";27.3.1996 00:00:00;" ";0;0;0;"vi. (slow down) ralentir; (work less hard) se rel�cher
[pressure] diminuer; [work, business] devenir plus calme.";"adjectif";"""You�re working too hard; you�d better ease off.""";23.3.1996 00:00:00;;;"Time"
"to tamper with";"vu";19.4.1996 00:00:00;" ";560;0;0;"machinery, car, brakes, safe etc. toucher � (sans permission)
document, text alt�rer, fausser, falsifier";"adjectif";" Don�t let an untrained person tamper with the electrical circuits.";;;;"Jokes"
"to fall in with";"d";1.11.1995 00:00:00;" ";23;0;3;"vt. (agree to) proposal, suggestion accepter, agr�er.";"adjectif";"For if Isabel had fallen in love with Alec, would she have fallen in with his scheme for getting hold of Irma?";;;;"Jokes"
"to break off";"d";11.5.1996 00:00:00;" ";700;0;0;;"adjectif";"No settlement of the dispute is in sight.The talks were broken off an hour ago and will not be resumed today.";;;;"Jokes"
"to answer for (1)";" ";8.5.1996 00:00:00;"be responsible for, be blamed for";0;0;0;" ";"adjectif";"Don�t forget that one day you�ll have to answer for your foolish behavour - perhaps to the police, even.";;;;"Jokes"
"to wrestle with";"d";5.4.1996 00:00:00;" ";0;0;0;"(fig) problem, one�s conscience, sums, device se d�battre avec
temptation, illness, disease lutter contre";"adjectif";"He was still wrestling with uncertainty over his religious faith.";;;;"Jokes"
"to hold up (1)";" ";17.4.1996 00:00:00;"delay; halt";381;0;11;" ";"adjectif";"The worst road hold-ups were on the A74 Glasgow to Carlisle road.";;;;"Jokes"
"to burn out (2)";" ";17.4.1996 00:00:00;"gut, reduce to a shell by fire";700;0;0;" ";"adjectif";"The factory was completely burnt out. OD
usu passive or adj.";;;;"Jokes"
"to come off (5)";" ";17.4.1996 00:00:00;"have finished doing sth, no longer be involved in sth";700;0;0;" ";"adjectif";"""I want you to come off that fraud case,"" said the inspector. "" I�ve got some more urgent work for you to do.""";;;;"Jokes"
"to come off (4)";" ";17.4.1996 00:00:00;"be successful";0;0;0;" ";"adjectif";"Their attempt to rob the mail-train didn�t come off.";;;;"Jokes"
"to come off (3)";" ";17.4.1996 00:00:00;"be removable";0;0;0;" ";"adjectif";"""Do these knobs come off?"" ""No, they�re fixed on permanently.""";;;;"Jokes"
"to come off (2)";" ";17.4.1996 00:00:00;"become detached";0;0;0;" ";"adjectif";"When I lifted the jug up, the handle came off.";;;;"Jokes"
"to come over (to)";" ";17.4.1996 00:00:00;"change sides, one�s allegiance etc.";0;0;0;" ";"adjectif";"How would you like to come over to us? You could double your salary within a year. OD";;;;"Jokes"
"to come over (4)";;17.4.1996 00:00:00;"visit sb (usu after crossing the sea or making a journey by air or land)";0;0;0;;"adjectif";"If you can get leave, please come over this weekend.";;;;"Jokes"
"to come in (5)";" ";17.4.1996 00:00:00;"move towards the land";0;0;0;" ";"adjectif";"The tide�s out now, but it starts to come in at about six o�clock. OD";;;;"Jokes"
"to squeeze in/into";"d";20.1.1996 00:00:00;" ";207;0;1;"vi (person) trouver une petite place;
(car etc.) rentrer tout juste, avoir juste la place";"adjectif";"[B2] ""If you squeeze any more into the back of the car you�ll be stopped by the police.""";;;;"Jokes"
"to aim at (1)";;3.5.1996 00:00:00;" try to hit, have as one�s target";0;0;0;;"adjectif";"He aimed his gun at  a policeman, and fired.";;;;"Jokes"
"to hold up (1)";" ";17.4.1996 00:00:00;"delay; halt";381;0;11;" ";"adjectif";"Ships held up by the strike of dockers at Livrpool";;;;"Jokes"
"to apologize (to) (for)";" ";9.5.1996 00:00:00;"express regret (to sb) (for sth)";0;0;0;" ";"adjectif";"You�d better apologize to Mary for not writing to her earlier.";;;;"Jokes"
"to tuck up (in bed)";" ";27.4.1996 00:00:00;"make sb comfortable in bed by drawing the sheets etc up around him";700;0;0;" ";"adjectif";"Nurse Ellen had tucked her up and left her to sleep.";;;;"Jokes"
"to apply (to) (for)";" ";10.5.1996 00:00:00;"make a request (to sb), usu in writing (for sth)";0;0;0;" ";"adjectif";"For further information, apply to the Secretary of the Company.";;;;"Jokes"
"to wrestle with";"d";5.4.1996 00:00:00;" ";0;0;0;"(fig) problem, one�s conscience, sums, device se d�battre avec
temptation, illness, disease lutter contre";"adjectif";"These questions, long wrestled with, were now resolved.";;;;"Jokes"
"to accuse (of)";" ";25.4.1996 00:00:00;"say that sb is guilty (of)
often followed by an -ing form";0;0;0;" ";"adjectif";"(ironic) - ""You can never accuse Cyril of overwork.""";;;;"Jokes"
"to acquaint with";" ";26.4.1996 00:00:00;"(help to) learn, discover
- person, subject conna�tre; fact savoir, �tre au courant de";700;0;0;" ";"adjectif";"Are you acquainted with the works of Maria Edgeworth? OD";;;;"Jokes"
"to admit of";" ";1.5.1996 00:00:00;"allow; leave room for";0;0;0;" ";"adjectif";"It admits of no delay  R&C";;;;"Jokes"
"to abide by";;18.4.1996 00:00:00;"accept; act in accordance with";0;0;0;;"adjectif";"Unless they abide by the rules of the club, they will have to leave. OD";;;;"Jokes"
"to come in (4)";" ";17.4.1996 00:00:00;"(sport) finish a race";0;0;0;" ";"adjectif";"He led most of the way but suddenly lost his strength and came in last.";;;;"Jokes"
"to abide by";;18.4.1996 00:00:00;"accept; act in accordance with";0;0;0;;"adjectif";"The two men agreed to abide by the referee�s decision.";;;;"Jokes"
"to apologize (to) (for)";" ";9.5.1996 00:00:00;"express regret (to sb) (for sth)";0;0;0;" ";"adjectif";"That�s not something that has to be apologized for.";;;;"Jokes"
"to allow of";" ";7.5.1996 00:00:00;"permit, leave room for
usu neg";0;0;0;" ";"adjectif";"His responsible position allowed of no unseemly behaviour in public.";;;;"Jokes"
"to lap up";"d";19.4.1996 00:00:00;" ";502;0;1;"(*fig) compliments accueillir or accepter b�atement, boire comme du petit-lait";"adjectif";"He will take all the instruction you can give him - he just laps it up.";;;;"Jokes"
"to mess up";"d";19.4.1996 00:00:00;" ";700;0;0;;"adjectif";"Don�t ask them to organize your itinerary; they made a complete mess-up of ours.";;;;"Jokes"
"to come off (4)";" ";17.4.1996 00:00:00;"be successful";0;0;0;" ";"adjectif";"It was a good scheme and it nearly came off.";;;;"Jokes"
"to come off (5)";" ";17.4.1996 00:00:00;"have finished doing sth, no longer be involved in sth";700;0;0;" ";"adjectif";"The journalist had just come off an assignment which had taken him half way round the world.";;;;"Jokes"
"to burn out (1)";" ";17.4.1996 00:00:00;"(space technology) use up its fuel";0;0;0;" ";"adjectif";"As the first rocket burns out, the second-stage motor ignites.";;;;"Jokes"
"to burn out (2)";" ";17.4.1996 00:00:00;"gut, reduce to a shell by fire";700;0;0;" ";"adjectif";"Burned-out lorries lined both sides of the road.";;;;"Jokes"
"to hold up (1)";" ";17.4.1996 00:00:00;"delay; halt";381;0;11;" ";"adjectif";"(headline) Industry hit by docks holdup.";;;;"Jokes"
"to ward off";"d";16.3.1996 00:00:00;" ";700;0;0;"vt sep blow, danger parer, �viter; illness �viter";"adjectif";"He flung up an arm to ward off the blow.";;;;"Jokes"
"to make one�s/sb�s mind up";"d";20.4.1994 00:00:00;" ";700;0;1;"vt. (settle) dispute, difference of opinion, mettre fin �";"adjectif";"He had beem pondering the great decision. Now his mind was made up.";;;;"Jokes"
"to argue against";" ";12.5.1996 00:00:00;"indicate, suggest, the opposite conclusion of";0;0;0;" ";"adjectif";"All the evidence argued against the theory that the disease was transmitted by water.";;;;"Jokes"
"to abound in";" ";18.4.1996 00:00:00;"be full of";0;0;0;" ";"adjectif";"The countryside abounds in wild life of every kind.";;;;"Jokes"
"to abscond (from)";" ";18.4.1996 00:00:00;"go away (from), leave (unlawfully)";0;0;0;" ";"adjectif";"""I now have no alternative to sending you to a closed prison for the completon of your sentence.""";;;;"Jokes"
"to slip in/into";"d";26.4.1996 00:00:00;" ";0;0;0;"[person] entrer discr�tement or sans se faire remarquer";"adjectif";"Aunt Annabel had slipped in early with three cats playfully following the trailing cord of her dressing-gown.";;;;"Jokes"
"to get by";"d";4.2.1996 00:00:00;" ";0;0;0;"vi. (manage) se d�brouiller, s�en tirer";"adjectif";" ""Don�t worry, Johnnie,"" she said. ""I�m not prophesying ruin. You�ll get by - indeed, you�ll probably drift from strength to strength, but I don�t want to go with you.""";;;;"Jokes"
